flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
004,Start,47.1575964,11.3126488,1.0830841064453125,36.424,1.0
004,Waypoint,47.1575971,11.3126501,29.58465576171875,49.404,0.9899999499320984
004,Waypoint,47.1568889,11.3150827,31.349285125732422,68.604,0.9699999690055847
004,Waypoint,47.1569347,11.329688,31.367589950561523,162.204,0.85999995470047
004,Waypoint,47.1563961,11.3303813,31.274324417114258,170.728,0.8499999642372131
004,Waypoint,47.1502717,11.3192206,31.094676971435547,265.104,0.75
004,Waypoint,47.1480741,11.3203969,30.83774185180664,289.804,0.7199999690055847
004,Waypoint,47.1452682,11.3076849,31.278064727783203,377.804,0.6200000047683716
004,Waypoint,47.1481141,11.3099176,31.253713607788086,412.208,0.5899999737739563
004,Waypoint,47.1538844,11.3037099,31.43984603881836,481.204,0.5099999904632568
004,Waypoint,47.1547634,11.30328,31.50507164001465,490.804,0.5
004,Waypoint,47.1575907,11.3126296,31.73667335510254,558.204,0.41999998688697815
004,Landing,47.1576321,11.3127667,1.1270304918289185,586.42,0.38999998569488525

