flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
041,Start,47.1575964,11.312649,1.1729017496109009,31.828,1.0
041,Waypoint,47.1575971,11.3126502,29.687509536743164,45.004,0.9899999499320984
041,Waypoint,47.1563858,11.3303694,31.338754653930664,160.004,0.85999995470047
041,Waypoint,47.1569283,11.3297269,31.394725799560547,170.404,0.8499999642372131
041,Waypoint,47.150278,11.3192283,31.19870948791504,264.904,0.7400000095367432
041,Waypoint,47.1480758,11.3203956,30.778118133544922,289.308,0.7199999690055847
041,Waypoint,47.1452681,11.3076852,31.260711669921875,377.304,0.6200000047683716
041,Waypoint,47.1481156,11.3099192,31.228078842163086,411.704,0.5799999833106995
041,Waypoint,47.153883,11.3037113,31.455007553100586,480.504,0.5
041,Waypoint,47.1547636,11.3032796,31.4896240234375,490.104,0.4899999797344208
041,Waypoint,47.1568783,11.3150888,31.782136917114258,570.404,0.3999999761581421
041,Waypoint,47.1575913,11.3126718,31.92142105102539,591.604,0.3799999952316284
041,Landing,47.1576308,11.3125115,1.8462225198745728,618.748,0.3499999940395355

