flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
050,Start,47.1575964,11.3126491,1.4086917638778687,26.64,1.0
050,Waypoint,47.157597,11.3126506,29.476869583129883,39.852,0.9899999499320984
050,Waypoint,47.1568877,11.3150887,31.410417556762695,59.052,0.9699999690055847
050,Waypoint,47.1547833,11.3032956,31.36612319946289,141.052,0.8700000047683716
050,Waypoint,47.1539058,11.3036891,31.395483016967773,153.152,0.85999995470047
050,Waypoint,47.1481358,11.3099178,31.5275821685791,221.352,0.7899999618530273
050,Waypoint,47.1452773,11.3076745,31.24262809753418,254.452,0.75
050,Waypoint,47.1502592,11.3191936,31.370357513427734,345.052,0.6499999761581421
050,Waypoint,47.1480746,11.3204008,31.103641510009766,370.152,0.6200000047683716
050,Waypoint,47.1563718,11.3303756,31.516511917114258,473.252,0.5099999904632568
050,Waypoint,47.1569311,11.3297295,31.43840789794922,482.252,0.5
050,Waypoint,47.1575967,11.3126675,31.724714279174805,593.156,0.3700000047683716
050,Landing,47.1576045,11.3124954,1.7828761339187622,619.856,0.3400000035762787

