flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
032,Start,47.1575964,11.312649,1.041335940361023,33.22,1.0
032,Waypoint,47.1575981,11.3126507,29.784446716308594,46.708,0.9899999499320984
032,Waypoint,47.1568888,11.3150821,31.179607391357422,65.908,0.9699999690055847
032,Waypoint,47.1563854,11.33036,31.42414093017578,163.512,0.85999995470047
032,Waypoint,47.1569298,11.3297293,31.45399284362793,173.908,0.8499999642372131
032,Waypoint,47.1480755,11.320415,30.97812843322754,279.308,0.7299999594688416
032,Waypoint,47.1502506,11.3192155,31.157514572143555,305.008,0.699999988079071
032,Waypoint,47.1452729,11.3076815,31.21265411376953,395.408,0.5999999642372131
032,Waypoint,47.1481109,11.3099161,31.39230728149414,430.112,0.5600000023841858
032,Waypoint,47.154771,11.3032833,31.5798282623291,507.208,0.4699999988079071
032,Waypoint,47.1539038,11.3036909,31.457021713256836,519.908,0.4599999785423279
032,Waypoint,47.1575876,11.3126278,31.72298240661621,589.008,0.3799999952316284
032,Landing,47.1576521,11.3127727,1.736919641494751,616.164,0.3499999940395355

