flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
047,Start,47.1575965,11.3126487,1.0818897485733032,38.392,1.0
047,Waypoint,47.1575971,11.3126504,29.661998748779297,51.276,0.9899999499320984
047,Waypoint,47.156386,11.33037,31.302778244018555,166.276,0.85999995470047
047,Waypoint,47.1569256,11.3297314,31.38970184326172,176.576,0.8499999642372131
047,Waypoint,47.1480774,11.3204164,30.88543701171875,281.876,0.7299999594688416
047,Waypoint,47.1502504,11.3192151,31.171924591064453,307.676,0.699999988079071
047,Waypoint,47.1481309,11.3099462,31.167795181274414,373.184,0.6299999952316284
047,Waypoint,47.1452737,11.3076688,30.97380828857422,405.48,0.5899999737739563
047,Waypoint,47.1538766,11.3037061,31.521303176879883,493.576,0.5
047,Waypoint,47.1547661,11.3032807,31.57735252380371,502.976,0.4899999797344208
047,Waypoint,47.1568767,11.3150826,31.7178897857666,583.176,0.3999999761581421
047,Waypoint,47.1575923,11.3126708,31.906293869018555,604.576,0.3700000047683716
047,Landing,47.1576327,11.3125056,2.417555093765259,630.156,0.3499999940395355

