flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
008,Start,47.1575964,11.3126489,1.0805052518844604,37.024,1.0
008,Waypoint,47.1575972,11.3126502,29.5469970703125,49.936,0.9899999499320984
008,Waypoint,47.1568876,11.3150878,31.31052589416504,69.236,0.9699999690055847
008,Waypoint,47.1569348,11.3296856,31.391971588134766,162.936,0.85999995470047
008,Waypoint,47.1563967,11.3303806,31.277563095092773,171.44,0.8499999642372131
008,Waypoint,47.1480774,11.3204189,31.014406204223633,274.836,0.7400000095367432
008,Waypoint,47.1502532,11.3192127,31.0779972076416,300.436,0.7099999785423279
008,Waypoint,47.1481303,11.3099453,31.13279151916504,365.936,0.6399999856948853
008,Waypoint,47.1452781,11.3076718,31.142793655395508,398.236,0.5999999642372131
008,Waypoint,47.1538791,11.303706,31.46234703063965,486.436,0.5
008,Waypoint,47.1547631,11.3032814,31.55647087097168,495.836,0.4899999797344208
008,Waypoint,47.1575917,11.3126334,31.76955795288086,563.336,0.41999998688697815
008,Landing,47.1576322,11.312763,1.3636008501052856,591.004,0.38999998569488525

