flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
005,Start,47.1575965,11.3126489,1.082434892654419,35.452,1.0
005,Waypoint,47.1575971,11.3126497,29.412370681762695,48.54,0.9899999499320984
005,Waypoint,47.1547843,11.3032901,31.3256778717041,116.34,0.9099999666213989
005,Waypoint,47.1539058,11.3036881,31.39475440979004,128.04,0.8999999761581421
005,Waypoint,47.1452776,11.3076553,31.473785400390625,213.84,0.7999999523162842
005,Waypoint,47.1481147,11.3099202,31.53040313720703,248.04,0.7699999809265137
005,Waypoint,47.1480655,11.3203798,31.164709091186523,316.544,0.6899999976158142
005,Waypoint,47.1502531,11.3192187,31.418628692626953,341.84,0.6599999666213989
005,Waypoint,47.1569237,11.3296944,31.438997268676758,434.54,0.5600000023841858
005,Waypoint,47.1563967,11.3303835,31.35405921936035,444.24,0.550000011920929
005,Waypoint,47.1568805,11.3151215,31.627216339111328,544.94,0.4399999976158142
005,Waypoint,47.1575912,11.3126721,31.883773803710938,562.94,0.41999998688697815
005,Landing,47.1576421,11.312512,1.9613001346588135,589.548,0.38999998569488525

