flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
038,Start,47.1575965,11.3126488,1.0660808086395264,37.612,1.0
038,Waypoint,47.1575971,11.3126498,29.36365509033203,50.56,0.9899999499320984
038,Waypoint,47.1568862,11.3150915,31.332590103149414,69.86,0.9699999690055847
038,Waypoint,47.1547822,11.3032866,31.293636322021484,151.86,0.8799999952316284
038,Waypoint,47.1539035,11.3036912,31.360034942626953,163.96,0.85999995470047
038,Waypoint,47.1452754,11.307657,31.260272979736328,249.86,0.7699999809265137
038,Waypoint,47.1481112,11.309918,31.111562728881836,283.96,0.7299999594688416
038,Waypoint,47.1480654,11.3203842,31.2101993560791,352.46,0.6499999761581421
038,Waypoint,47.1502537,11.3192183,31.35586166381836,377.76,0.6200000047683716
038,Waypoint,47.1569245,11.3296958,31.49318504333496,470.46,0.5199999809265137
038,Waypoint,47.156396,11.3303831,31.34647560119629,480.06,0.5099999904632568
038,Waypoint,47.157596,11.3126713,31.776506423950195,596.764,0.3799999952316284
038,Landing,47.15761,11.3125012,1.9892823696136475,622.92,0.3499999940395355

