flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
014,Start,47.1575965,11.3126489,1.1181821823120117,34.044,1.0
014,Waypoint,47.1575974,11.31265,29.754016876220703,47.16,0.9899999499320984
014,Waypoint,47.1568859,11.3150906,31.26751136779785,66.46,0.9699999690055847
014,Waypoint,47.1569347,11.3296892,31.33244514465332,160.16,0.85999995470047
014,Waypoint,47.1563975,11.3303795,31.255807876586914,168.66,0.8499999642372131
014,Waypoint,47.1502735,11.3192252,31.142789840698242,262.96,0.75
014,Waypoint,47.1480781,11.3203938,30.840259552001953,287.66,0.7199999690055847
014,Waypoint,47.1452659,11.3076746,31.131139755249023,375.76,0.6200000047683716
014,Waypoint,47.1481159,11.3099182,31.22406768798828,409.96,0.5799999833106995
014,Waypoint,47.1547722,11.303283,31.440052032470703,487.16,0.5
014,Waypoint,47.1539024,11.3036928,31.343690872192383,499.86,0.47999998927116394
014,Waypoint,47.1575912,11.3126356,31.86408233642578,568.96,0.4099999964237213
014,Landing,47.1576497,11.3127689,1.3443948030471802,596.544,0.3799999952316284

