flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
036,Start,47.1575967,11.3126489,1.0849809646606445,34.576,1.0
036,Waypoint,47.1575972,11.31265,29.72498893737793,47.784,0.9899999499320984
036,Waypoint,47.1568868,11.3150859,31.3781681060791,66.984,0.9699999690055847
036,Waypoint,47.1547839,11.3032948,31.328107833862305,148.984,0.8700000047683716
036,Waypoint,47.153906,11.3036885,31.325618743896484,161.084,0.85999995470047
036,Waypoint,47.1481405,11.3099129,31.575672149658203,229.184,0.7899999618530273
036,Waypoint,47.1452764,11.307674,31.216114044189453,262.284,0.75
036,Waypoint,47.1480599,11.3203821,31.26076316833496,350.984,0.6499999761581421
036,Waypoint,47.1502504,11.3192203,31.337688446044922,375.584,0.6200000047683716
036,Waypoint,47.1563726,11.3303677,31.486047744750977,468.284,0.5199999809265137
036,Waypoint,47.15693,11.3297319,31.480194091796875,477.684,0.5099999904632568
036,Waypoint,47.1575968,11.3126675,31.64248275756836,588.484,0.38999998569488525
036,Landing,47.1576041,11.3125075,1.5104175806045532,615.652,0.35999998450279236

