flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
021,Start,47.1575964,11.3126489,1.151329517364502,31.892,1.0
021,Waypoint,47.1575972,11.3126499,29.871559143066406,45.104,0.9899999499320984
021,Waypoint,47.153899,11.3037137,31.285097122192383,114.404,0.9099999666213989
021,Waypoint,47.154767,11.3032757,31.627281188964844,126.304,0.8999999761581421
021,Waypoint,47.1452781,11.3076552,31.59577178955078,222.904,0.7899999618530273
021,Waypoint,47.1481099,11.3099162,31.47702407836914,257.004,0.75
021,Waypoint,47.1502611,11.3191885,31.197826385498047,320.604,0.6800000071525574
021,Waypoint,47.1480816,11.320398,31.269575119018555,345.504,0.6499999761581421
021,Waypoint,47.1563761,11.3303789,31.45284652709961,448.904,0.5399999618530273
021,Waypoint,47.1569285,11.3297317,31.415586471557617,457.804,0.5299999713897705
021,Waypoint,47.156881,11.3151279,31.71381378173828,552.808,0.41999998688697815
021,Waypoint,47.1575903,11.3126727,31.846384048461914,570.904,0.3999999761581421
021,Landing,47.1576454,11.3125052,1.905012607574463,597.488,0.3700000047683716

