flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
027,Start,51.5005901,7.4652296,126.71476745605469,33.244,1.0
027,Waypoint,51.5005894,7.4652324,155.18527221679688,46.436,0.9899999499320984
027,Waypoint,51.4955321,7.478708,157.03018188476562,139.636,0.8799999952316284
027,Waypoint,51.4914276,7.4804505,156.87802124023438,180.836,0.8399999737739563
027,Waypoint,51.4925761,7.4518139,156.7775115966797,350.536,0.6499999761581421
027,Waypoint,51.4975941,7.4485667,156.75009155273438,403.04,0.5899999737739563
027,Waypoint,51.4982502,7.4596944,157.11111450195312,470.752,0.5099999904632568
027,Waypoint,51.5110695,7.4662785,157.4694366455078,598.436,0.3700000047683716
027,Waypoint,51.5101379,7.4666885,157.25390625,612.136,0.35999998450279236
027,Waypoint,51.5075079,7.4637284,157.1256561279297,644.236,0.3199999928474426
027,Waypoint,51.507066,7.4636102,157.0699005126953,649.636,0.3199999928474426
027,Waypoint,51.500604,7.4652277,157.03823852539062,712.036,0.25
027,Landing,51.5005003,7.4652547,127.59794616699219,738.34,0.2199999988079071

