flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
003,Start,51.5005901,7.4652295,126.6896743774414,34.244,1.0
003,Waypoint,51.5005897,7.4652316,155.34683227539062,47.708,0.9899999499320984
003,Waypoint,51.5070433,7.4636146,157.0016326904297,111.108,0.9199999570846558
003,Waypoint,51.5074821,7.4637063,157.0526885986328,116.208,0.9099999666213989
003,Waypoint,51.5101139,7.4666802,157.09967041015625,147.508,0.8799999952316284
003,Waypoint,51.5110726,7.4662963,156.99497985839844,158.72,0.85999995470047
003,Waypoint,51.4955387,7.478713,156.84449768066406,324.408,0.6800000071525574
003,Waypoint,51.4914284,7.4804502,156.76129150390625,364.908,0.6299999952316284
003,Waypoint,51.4925751,7.4518203,157.18484497070312,534.808,0.4399999976158142
003,Waypoint,51.4975919,7.4485674,157.35850524902344,587.508,0.38999998569488525
003,Waypoint,51.4982503,7.4596954,156.9759063720703,655.208,0.3100000023841858
003,Waypoint,51.500583,7.4652147,157.03025817871094,694.908,0.26999998092651367
003,Landing,51.5006367,7.4653407,127.87538146972656,721.1,0.23999999463558197

