flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
005,Start,51.50059,7.4652296,126.70890045166016,35.244,1.0
005,Waypoint,51.5005893,7.4652315,155.1955108642578,48.612,0.9899999499320984
005,Waypoint,51.5074843,7.4637157,156.9988555908203,116.008,0.9099999666213989
005,Waypoint,51.5070715,7.4636185,157.06146240234375,123.808,0.8999999761581421
005,Waypoint,51.5110698,7.4662771,157.04568481445312,167.908,0.85999995470047
005,Waypoint,51.5101395,7.4666897,157.06369018554688,181.108,0.8399999737739563
005,Waypoint,51.4955376,7.4787135,156.93746948242188,334.72,0.6699999570846558
005,Waypoint,51.4914261,7.4804507,156.8448944091797,375.308,0.6200000047683716
005,Waypoint,51.4925752,7.4518149,157.27456665039062,545.208,0.429999977350235
005,Waypoint,51.4975873,7.4485699,157.50799560546875,597.908,0.3799999952316284
005,Waypoint,51.4982506,7.4596919,157.0701446533203,665.808,0.29999998211860657
005,Waypoint,51.5005809,7.4652107,157.071044921875,705.408,0.25999999046325684
005,Landing,51.5006437,7.4653591,128.16519165039062,731.544,0.22999998927116394

