flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
043,Start,51.50059,7.4652295,126.70829010009766,34.216,1.0
043,Waypoint,51.5005898,7.4652318,155.30975341796875,47.42,0.9899999499320984
043,Waypoint,51.5110743,7.4662858,157.044677734375,147.62,0.8799999952316284
043,Waypoint,51.5101329,7.4666911,157.12326049804688,160.92,0.85999995470047
043,Waypoint,51.5070673,7.4636262,157.06373596191406,196.72,0.8199999928474426
043,Waypoint,51.5074805,7.4637087,157.0716094970703,204.52,0.8100000023841858
043,Waypoint,51.498262,7.4597173,156.50904846191406,297.32,0.7099999785423279
043,Waypoint,51.4976037,7.4485826,156.83387756347656,364.956,0.6299999952316284
043,Waypoint,51.4925893,7.4517872,156.83572387695312,418.844,0.5699999928474426
043,Waypoint,51.4914161,7.4804345,157.38351440429688,586.12,0.38999998569488525
043,Waypoint,51.495514,7.4787278,157.37646484375,629.12,0.3400000035762787
043,Waypoint,51.5005839,7.4652477,157.07249450683594,722.956,0.23999999463558197
043,Landing,51.5006422,7.4650936,128.0934600830078,748.124,0.20999999344348907

