flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
010,Start,51.50059,7.4652296,126.67774963378906,33.812,1.0
010,Waypoint,51.5005899,7.4652319,155.27145385742188,46.82,0.9899999499320984
010,Waypoint,51.5101109,7.4666886,156.9778594970703,138.32,0.8899999856948853
010,Waypoint,51.5110717,7.4662954,157.03541564941406,148.82,0.8700000047683716
010,Waypoint,51.5075118,7.4637241,157.02996826171875,189.32,0.8299999833106995
010,Waypoint,51.5070663,7.4636126,157.01226806640625,194.52,0.8199999928474426
010,Waypoint,51.4982651,7.4597187,156.56765747070312,281.12,0.7299999594688416
010,Waypoint,51.4976043,7.4485849,156.82669067382812,348.72,0.6499999761581421
010,Waypoint,51.4925917,7.4517859,156.7712860107422,402.52,0.5899999737739563
010,Waypoint,51.4914164,7.4804334,157.49313354492188,569.824,0.4099999964237213
010,Waypoint,51.4955095,7.4787307,157.4322052001953,612.82,0.35999998450279236
010,Waypoint,51.5005843,7.4652465,156.9877471923828,706.62,0.25999999046325684
010,Landing,51.5006378,7.4651102,128.107666015625,731.912,0.22999998927116394

