flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
044,Start,51.50059,7.4652294,126.60343933105469,33.464,1.0
044,Waypoint,51.5005899,7.4652327,155.29336547851562,46.14,0.9899999499320984
044,Waypoint,51.4955316,7.4787096,157.00804138183594,139.24,0.8799999952316284
044,Waypoint,51.4914306,7.4804494,156.8645477294922,180.44,0.8399999737739563
044,Waypoint,51.4925759,7.4518205,156.8096160888672,350.14,0.6499999761581421
044,Waypoint,51.4975881,7.4485698,156.8013458251953,402.54,0.5899999737739563
044,Waypoint,51.4982498,7.4596923,157.1391143798828,470.34,0.5199999809265137
044,Waypoint,51.5074819,7.4637086,157.4297637939453,561.84,0.41999998688697815
044,Waypoint,51.5070695,7.4636136,157.3615264892578,570.04,0.4099999964237213
044,Waypoint,51.5101095,7.4666794,157.4265899658203,607.24,0.35999998450279236
044,Waypoint,51.5110738,7.4662962,157.34567260742188,618.14,0.3499999940395355
044,Waypoint,51.5006041,7.465232,157.0536651611328,720.44,0.23999999463558197
044,Landing,51.5004909,7.4652268,127.35681915283203,747.08,0.20999999344348907

