flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
014,Start,51.5005901,7.4652295,126.70470428466797,35.104,1.0
014,Waypoint,51.5005898,7.4652317,155.3571319580078,48.284,0.9899999499320984
014,Waypoint,51.4955334,7.4787042,157.0191650390625,141.484,0.8799999952316284
014,Waypoint,51.4914311,7.4804493,156.91481018066406,182.684,0.8399999737739563
014,Waypoint,51.4925757,7.4518212,156.77589416503906,352.384,0.6499999761581421
014,Waypoint,51.4975929,7.4485668,156.7193145751953,404.904,0.5899999737739563
014,Waypoint,51.4982497,7.4596911,157.12826538085938,472.584,0.5199999809265137
014,Waypoint,51.5070443,7.4636087,157.4060821533203,559.984,0.41999998688697815
014,Waypoint,51.5074802,7.4637121,157.48300170898438,564.984,0.4099999964237213
014,Waypoint,51.5101128,7.4666805,157.39163208007812,596.284,0.3799999952316284
014,Waypoint,51.5110754,7.4662974,157.40663146972656,607.284,0.3700000047683716
014,Waypoint,51.5006001,7.4652315,157.02517700195312,709.584,0.25
014,Landing,51.5004972,7.4652255,127.7078857421875,735.736,0.2199999988079071

