flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
020,Start,51.5005898,7.4652296,126.85238647460938,31.124,1.0
020,Waypoint,51.5005901,7.4652315,155.22113037109375,44.336,0.9899999499320984
020,Waypoint,51.4982568,7.4597248,156.94932556152344,85.836,0.9399999976158142
020,Waypoint,51.4976041,7.4485859,156.90835571289062,152.736,0.8700000047683716
020,Waypoint,51.4925891,7.4517902,157.1614990234375,206.736,0.8100000023841858
020,Waypoint,51.4914165,7.4804315,156.87893676757812,373.936,0.6200000047683716
020,Waypoint,51.4955098,7.4787325,156.8292236328125,416.836,0.5699999928474426
020,Waypoint,51.5074892,7.463724,157.32704162597656,559.836,0.4099999964237213
020,Waypoint,51.5110752,7.4662793,157.42498779296875,598.336,0.3700000047683716
020,Waypoint,51.5101367,7.466688,157.20848083496094,611.74,0.35999998450279236
020,Waypoint,51.5070642,7.4636218,157.0507354736328,647.536,0.3199999928474426
020,Waypoint,51.5006057,7.4652266,157.03033447265625,710.036,0.25
020,Landing,51.5004989,7.4652578,127.8294906616211,736.244,0.2199999988079071

