flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
002,Start,51.5005901,7.4652294,126.67717742919922,35.204,1.0
002,Waypoint,51.5005898,7.465232,155.11256408691406,48.352,0.9899999499320984
002,Waypoint,51.4982577,7.4597286,156.99073791503906,89.952,0.9399999976158142
002,Waypoint,51.4976039,7.4485772,156.8909912109375,156.852,0.8700000047683716
002,Waypoint,51.4925895,7.4517893,157.16424560546875,210.76,0.8100000023841858
002,Waypoint,51.4914168,7.4804255,156.9304962158203,377.952,0.6200000047683716
002,Waypoint,51.4955163,7.4787292,156.83309936523438,421.152,0.5699999928474426
002,Waypoint,51.5101079,7.4667026,157.39825439453125,575.252,0.3999999761581421
002,Waypoint,51.5110754,7.4662899,157.2849884033203,585.652,0.38999998569488525
002,Waypoint,51.5075064,7.4637207,157.15646362304688,626.452,0.3499999940395355
002,Waypoint,51.5070708,7.4636127,157.09327697753906,631.552,0.3400000035762787
002,Waypoint,51.5006035,7.4652285,156.9697265625,693.852,0.26999998092651367
002,Landing,51.500489,7.4652601,127.53646850585938,720.464,0.23999999463558197

