flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
032,Start,51.5005901,7.4652291,126.58109283447266,32.0,1.0
032,Waypoint,51.5005902,7.4652336,155.27194213867188,44.688,0.9899999499320984
032,Waypoint,51.5070394,7.4636156,157.0126190185547,107.888,0.9199999570846558
032,Waypoint,51.5110726,7.4662773,157.06407165527344,149.688,0.8700000047683716
032,Waypoint,51.5101364,7.4666913,157.1001739501953,162.728,0.85999995470047
032,Waypoint,51.5075096,7.4637311,157.0055389404297,194.792,0.8199999928474426
032,Waypoint,51.4982611,7.4597162,156.450927734375,285.588,0.7199999690055847
032,Waypoint,51.4976044,7.4485861,156.78768920898438,353.088,0.6399999856948853
032,Waypoint,51.4925894,7.4517891,156.7237548828125,406.888,0.5799999833106995
032,Waypoint,51.4914165,7.480436,157.567626953125,574.188,0.3999999761581421
032,Waypoint,51.4955127,7.4787284,157.41148376464844,617.288,0.3499999940395355
032,Waypoint,51.500585,7.4652452,156.9644317626953,711.188,0.25
032,Landing,51.5006401,7.4651033,128.22500610351562,735.932,0.2199999988079071

