flight_no,Event,Latitude,Longitude,Altitude,Timestamp,Battery
045,Start,51.50059,7.46523,126.59236907958984,38.38,1.0
045,Waypoint,51.5005898,7.4652296,155.1560821533203,55.152,0.9799999594688416
045,Waypoint,51.4982589,7.4597305,156.9129638671875,96.652,0.9399999976158142
045,Waypoint,51.4925856,7.4518113,156.92161560058594,167.952,0.85999995470047
045,Waypoint,51.4975917,7.4485671,157.2113494873047,222.152,0.7999999523162842
045,Waypoint,51.5070478,7.463599,156.938232421875,347.352,0.6599999666213989
045,Waypoint,51.5074852,7.46372,156.843017578125,352.852,0.6499999761581421
045,Waypoint,51.5110732,7.4662783,156.8536834716797,390.752,0.6100000143051147
045,Waypoint,51.5101335,7.4666888,156.6453399658203,403.956,0.5999999642372131
045,Waypoint,51.4955357,7.4787143,157.29727172851562,557.452,0.429999977350235
045,Waypoint,51.4914316,7.4804486,157.4103546142578,598.052,0.3799999952316284
045,Waypoint,51.5005807,7.4652448,157.00521850585938,725.552,0.23999999463558197
045,Landing,51.50066,7.4651218,127.58470153808594,751.82,0.20999999344348907

